Booking ID,Booking Date,Booking Channel,Loyalty Level,Status,Stay Date,Number of nights,Room Rate,Revenue,How far away?,How far away bucket,Day Name,Day of Week
RES012987,9-Oct-24,GDS,4.Essential,Modified,10-Oct-24,1,153.41,153.41,1,1. Before a week,Thursday,4
RES013040,28-Oct-24,Connected Wholesaler,4.Essential,Modified,30-Oct-24,1,94.88,94.88,2,1. Before a week,Wednesday,3
RES013050,22-Oct-24,Phone,4.Essential,Modified,23-Oct-24,1,156.31,156.31,1,1. Before a week,Wednesday,3
RES013057,6-Oct-24,GDS,4.Essential,Modified,7-Oct-24,1,122.89,122.89,1,1. Before a week,Monday,1
RES013065,9-Sep-24,At the hotel,4.Essential,Modified,15-Sep-24,1,0,0,6,1. Before a week,Sunday,0
RES013071,18-Sep-24,At the hotel,4.Essential,Modified,19-Sep-24,1,0,0,1,1. Before a week,Thursday,4
RES013090,26-Oct-24,At the hotel,4.Essential,Modified,29-Oct-24,1,163.63,163.63,3,1. Before a week,Tuesday,2
RES013101,5-Oct-24,GDS,4.Essential,Modified,10-Oct-24,1,122.13,122.13,5,1. Before a week,Thursday,4
RES013112,25-Oct-24,Velora.com,4.Essential,Modified,25-Oct-24,1,93.01,93.01,0,1. Before a week,Friday,5
RES013115,23-Oct-24,Connected Wholesaler,4.Essential,Modified,24-Oct-24,1,117.28,117.28,1,1. Before a week,Thursday,4
RES013134,24-Oct-24,GDS,4.Essential,Modified,30-Oct-24,1,180.87,180.87,6,1. Before a week,Wednesday,3
RES013140,10-Oct-24,Velora.com,4.Essential,Modified,14-Oct-24,1,155.82,155.82,4,1. Before a week,Monday,1
RES013159,15-Sep-24,At the hotel,4.Essential,Modified,16-Sep-24,1,143.37,143.37,1,1. Before a week,Monday,1
RES013164,15-Oct-24,Phone,4.Essential,Modified,18-Oct-24,1,137.46,137.46,3,1. Before a week,Friday,5
RES013241,29-Oct-24,App,4.Essential,Modified,29-Oct-24,1,112.56,112.56,0,1. Before a week,Tuesday,2
RES013244,21-Oct-24,Connected Wholesaler,4.Essential,Modified,24-Oct-24,1,113.85,113.85,3,1. Before a week,Thursday,4
RES013255,1-Oct-24,GDS,4.Essential,Modified,1-Oct-24,1,171.83,171.83,0,1. Before a week,Tuesday,2
RES013302,14-Oct-24,GDS,4.Essential,Modified,16-Oct-24,1,123.41,123.41,2,1. Before a week,Wednesday,3
RES013329,10-Oct-24,Velora.com,4.Essential,Modified,11-Oct-24,1,142.77,142.77,1,1. Before a week,Friday,5
RES013343,22-Oct-24,Connected Wholesaler,4.Essential,Modified,24-Oct-24,1,113.85,113.85,2,1. Before a week,Thursday,4
RES013353,8-Oct-24,Phone,4.Essential,Modified,13-Oct-24,1,149.27,149.27,5,1. Before a week,Sunday,0
RES013370,22-Oct-24,GDS,4.Essential,Modified,29-Oct-24,1,116.79,116.79,7,1. Before a week,Tuesday,2
RES013371,2-Oct-24,Velora.com,4.Essential,Modified,4-Oct-24,1,92.17,92.17,2,1. Before a week,Friday,5
RES013377,17-Oct-24,GDS,4.Essential,Modified,23-Oct-24,1,171.22,171.22,6,1. Before a week,Wednesday,3
RES013438,18-Oct-24,Phone,4.Essential,Modified,23-Oct-24,1,150.73,150.73,5,1. Before a week,Wednesday,3
RES013482,12-Oct-24,Velora.com,4.Essential,Modified,12-Oct-24,1,144.75,144.75,0,1. Before a week,Saturday,6
RES013527,23-Sep-24,Connected Wholesaler,4.Essential,Modified,26-Sep-24,1,113.85,113.85,3,1. Before a week,Thursday,4
RES013557,14-Oct-24,GDS,4.Essential,Modified,17-Oct-24,1,204.8,204.8,3,1. Before a week,Thursday,4
RES013560,2-Oct-24,Phone,4.Essential,Modified,4-Oct-24,1,163.63,163.63,2,1. Before a week,Friday,5
RES013588,4-Oct-24,At the hotel,4.Essential,Modified,5-Oct-24,1,163.37,163.37,1,1. Before a week,Saturday,6
RES013608,14-Oct-24,Connected Wholesaler,4.Essential,Modified,15-Oct-24,1,99.4,99.4,1,1. Before a week,Tuesday,2
RES013615,24-Sep-24,App,4.Essential,Modified,1-Oct-24,1,120.48,120.48,7,1. Before a week,Tuesday,2
RES013630,3-Oct-24,GDS,4.Essential,Modified,8-Oct-24,1,154.54,154.54,5,1. Before a week,Tuesday,2
RES013635,1-Sep-24,At the hotel,4.Essential,Modified,2-Sep-24,1,117.69,117.69,1,1. Before a week,Monday,1
RES013656,11-Oct-24,Velora.com,4.Essential,Modified,12-Oct-24,1,119.28,119.28,1,1. Before a week,Saturday,6
RES013685,14-Sep-24,Phone,4.Essential,Modified,19-Sep-24,1,191.34,191.34,5,1. Before a week,Thursday,4
RES013692,30-Sep-24,At the hotel,4.Essential,Modified,2-Oct-24,1,140.6,140.6,2,1. Before a week,Wednesday,3
RES013710,24-Oct-24,App,4.Essential,Modified,30-Oct-24,1,113.52,113.52,6,1. Before a week,Wednesday,3
RES013717,8-Sep-24,At the hotel,4.Essential,Modified,13-Sep-24,1,160.37,160.37,5,1. Before a week,Friday,5
RES013753,19-Sep-24,App,4.Essential,Modified,20-Sep-24,1,115.85,115.85,1,1. Before a week,Friday,5
RES013756,14-Sep-24,App,4.Essential,Modified,14-Sep-24,1,144.7,144.7,0,1. Before a week,Saturday,6
RES013773,16-Oct-24,Connected Wholesaler,4.Essential,Modified,22-Oct-24,1,225.6,225.6,6,1. Before a week,Tuesday,2
RES013835,13-Oct-24,GDS,4.Essential,Modified,16-Oct-24,1,113.33,113.33,3,1. Before a week,Wednesday,3
RES013850,21-Oct-24,Phone,4.Essential,Modified,21-Oct-24,1,175.9,175.9,0,1. Before a week,Monday,1
RES013870,9-Oct-24,At the hotel,4.Essential,Modified,13-Oct-24,1,143.97,143.97,4,1. Before a week,Sunday,0
RES013883,10-Oct-24,Velora.com,4.Essential,Modified,11-Oct-24,1,188.06,188.06,1,1. Before a week,Friday,5
RES013905,8-Oct-24,At the hotel,4.Essential,Modified,9-Oct-24,1,202.61,202.61,1,1. Before a week,Wednesday,3
RES013941,12-Sep-24,Phone,4.Essential,Modified,14-Sep-24,1,145.8,145.8,2,1. Before a week,Saturday,6
RES013961,3-Oct-24,GDS,4.Essential,Modified,3-Oct-24,1,132.52,132.52,0,1. Before a week,Thursday,4
RES014040,7-Oct-24,At the hotel,4.Essential,Modified,10-Oct-24,1,159,159,3,1. Before a week,Thursday,4
RES014047,8-Oct-24,Phone,4.Essential,Modified,13-Oct-24,1,129.02,129.02,5,1. Before a week,Sunday,0
RES014078,9-Sep-24,App,4.Essential,Modified,13-Sep-24,1,138.54,138.54,4,1. Before a week,Friday,5
RES014079,14-Sep-24,App,4.Essential,Modified,15-Sep-24,1,125.4,125.4,1,1. Before a week,Sunday,0
RES014106,27-Oct-24,App,4.Essential,Modified,27-Oct-24,1,110.84,110.84,0,1. Before a week,Sunday,0
RES014107,28-Sep-24,At the hotel,4.Essential,Modified,1-Oct-24,1,157.57,157.57,3,1. Before a week,Tuesday,2
RES014144,16-Sep-24,Phone,4.Essential,Modified,17-Sep-24,1,189.09,189.09,1,1. Before a week,Tuesday,2
RES014155,1-Sep-24,Velora.com,4.Essential,Modified,5-Sep-24,1,251.34,251.34,4,1. Before a week,Thursday,4
RES014168,13-Sep-24,Phone,4.Essential,Modified,15-Sep-24,1,194.98,194.98,2,1. Before a week,Sunday,0
RES014204,4-Oct-24,At the hotel,4.Essential,Modified,4-Oct-24,1,135.05,135.05,0,1. Before a week,Friday,5
RES014205,2-Sep-24,At the hotel,4.Essential,Modified,3-Sep-24,1,183.72,183.72,1,1. Before a week,Tuesday,2
RES014222,14-Sep-24,At the hotel,4.Essential,Modified,15-Sep-24,1,128.74,128.74,1,1. Before a week,Sunday,0
RES014242,15-Sep-24,Velora.com,4.Essential,Modified,16-Sep-24,1,213.4,213.4,1,1. Before a week,Monday,1
RES014261,28-Sep-24,App,4.Essential,Modified,28-Sep-24,1,138.37,138.37,0,1. Before a week,Saturday,6
RES014282,18-Oct-24,Connected Wholesaler,4.Essential,Modified,21-Oct-24,1,129.88,129.88,3,1. Before a week,Monday,1
RES014299,13-Oct-24,App,4.Essential,Modified,14-Oct-24,1,150.6,150.6,1,1. Before a week,Monday,1
RES014303,14-Oct-24,GDS,4.Essential,Modified,16-Oct-24,1,138.55,138.55,2,1. Before a week,Wednesday,3
RES014318,17-Oct-24,Phone,4.Essential,Modified,21-Oct-24,1,134.54,134.54,4,1. Before a week,Monday,1
RES014329,6-Sep-24,Velora.com,4.Essential,Modified,9-Sep-24,1,167.08,167.08,3,1. Before a week,Monday,1
RES014352,27-Oct-24,Phone,4.Essential,Modified,29-Oct-24,1,181.16,181.16,2,1. Before a week,Tuesday,2
RES014358,5-Sep-24,At the hotel,4.Essential,Modified,6-Sep-24,1,81.39,81.39,1,1. Before a week,Friday,5
RES014467,7-Sep-24,GDS,4.Essential,Modified,9-Sep-24,1,122.88,122.88,2,1. Before a week,Monday,1
RES014470,5-Sep-24,Velora.com,4.Essential,Modified,6-Sep-24,1,129.19,129.19,1,1. Before a week,Friday,5
RES014472,13-Sep-24,App,4.Essential,Modified,14-Sep-24,1,149.52,149.52,1,1. Before a week,Saturday,6
RES014479,19-Oct-24,GDS,4.Essential,Modified,19-Oct-24,1,138.67,138.67,0,1. Before a week,Saturday,6
RES014497,11-Sep-24,Phone,4.Essential,Modified,18-Sep-24,1,333,333,7,1. Before a week,Wednesday,3
RES014508,24-Sep-24,App,4.Essential,Modified,27-Sep-24,1,121.14,121.14,3,1. Before a week,Friday,5
RES014523,16-Oct-24,Connected Wholesaler,4.Essential,Modified,23-Oct-24,1,134.81,134.81,7,1. Before a week,Wednesday,3
RES014533,5-Oct-24,At the hotel,4.Essential,Modified,5-Oct-24,1,104.87,104.87,0,1. Before a week,Saturday,6
RES014534,19-Oct-24,App,4.Essential,Modified,19-Oct-24,1,126.5,126.5,0,1. Before a week,Saturday,6
RES014590,28-Oct-24,App,4.Essential,Modified,30-Oct-24,1,126.5,126.5,2,1. Before a week,Wednesday,3
RES014595,21-Oct-24,At the hotel,4.Essential,Modified,26-Oct-24,1,0,0,5,1. Before a week,Saturday,6
RES014626,16-Oct-24,At the hotel,4.Essential,Modified,16-Oct-24,1,0,0,0,1. Before a week,Wednesday,3
RES014682,24-Oct-24,Phone,4.Essential,Modified,28-Oct-24,1,150.59,150.59,4,1. Before a week,Monday,1
RES009820,5-Sep-24,Phone,5.Preferred,Modified,19-Sep-24,1,35.73,35.73,14,2. Before 2 weeks,Thursday,4
RES009992,24-Sep-24,Phone,3.Premier,Modified,1-Oct-24,1,163.51,163.51,7,1. Before a week,Tuesday,2
RES010056,4-Aug-24,App,5.Preferred,Modified,13-Sep-24,1,108.84,108.84,40,4. More than 4 weeks,Friday,5
RES010058,3-Oct-24,App,6.Select,Modified,3-Oct-24,1,195.05,195.05,0,1. Before a week,Thursday,4
RES010101,6-Sep-24,Phone,6.Select,Modified,30-Oct-24,1,208.8,208.8,54,4. More than 4 weeks,Wednesday,3
RES010170,26-Sep-24,Phone,5.Preferred,Modified,1-Oct-24,1,158.77,158.77,5,1. Before a week,Tuesday,2
RES010241,1-Sep-24,Phone,5.Preferred,Modified,25-Sep-24,1,182.46,182.46,24,3. Before 4 weeks,Wednesday,3
RES010302,30-Sep-24,Phone,3.Premier,Modified,10-Oct-24,1,187.95,187.95,10,2. Before 2 weeks,Thursday,4
RES010306,3-Jul-24,Phone,3.Premier,Modified,7-Sep-24,1,160.24,160.24,66,4. More than 4 weeks,Saturday,6
RES010308,20-Sep-24,Phone,2.Elite,Modified,3-Oct-24,1,33.78,33.78,13,2. Before 2 weeks,Thursday,4
RES010707,11-Sep-24,Phone,5.Preferred,Modified,1-Oct-24,1,177.09,177.09,20,3. Before 4 weeks,Tuesday,2
RES010944,20-Aug-24,Phone,6.Select,Modified,6-Oct-24,1,196.16,196.16,47,4. More than 4 weeks,Sunday,0
RES011000,24-Sep-24,Phone,6.Select,Modified,30-Oct-24,1,132.64,132.64,36,4. More than 4 weeks,Wednesday,3
RES011033,25-Aug-24,Phone,3.Premier,Modified,11-Sep-24,1,163.85,163.85,17,3. Before 4 weeks,Wednesday,3
RES011058,13-Sep-24,Phone,3.Premier,Modified,5-Oct-24,1,134.4,134.4,22,3. Before 4 weeks,Saturday,6
RES011080,27-Sep-24,Phone,5.Preferred,Modified,5-Oct-24,1,128.91,128.91,8,2. Before 2 weeks,Saturday,6
RES011088,20-Aug-24,Phone,3.Premier,Modified,28-Sep-24,1,174.7,174.7,39,4. More than 4 weeks,Saturday,6
RES011123,7-Sep-24,Phone,6.Select,Modified,9-Sep-24,1,33.78,33.78,2,1. Before a week,Monday,1
RES011160,27-Sep-24,Phone,3.Premier,Modified,15-Oct-24,1,157.83,157.83,18,3. Before 4 weeks,Tuesday,2
RES011231,30-Sep-24,Phone,3.Premier,Modified,3-Oct-24,1,153.6,153.6,3,1. Before a week,Thursday,4
RES011397,6-Sep-24,Phone,5.Preferred,Modified,21-Sep-24,1,188.62,188.62,15,3. Before 4 weeks,Saturday,6
RES011398,17-Aug-24,Phone,3.Premier,Modified,1-Oct-24,1,59.34,59.34,45,4. More than 4 weeks,Tuesday,2
RES011419,21-Aug-24,Phone,6.Select,Modified,7-Oct-24,1,170.86,170.86,47,4. More than 4 weeks,Monday,1
RES011441,25-Aug-24,Phone,2.Elite,Modified,19-Sep-24,1,114.11,114.11,25,3. Before 4 weeks,Thursday,4
RES011592,7-Sep-24,Phone,3.Premier,Modified,16-Sep-24,1,212.52,212.52,9,2. Before 2 weeks,Monday,1
RES011661,22-Sep-24,Phone,6.Select,Modified,19-Oct-24,1,162.78,162.78,27,3. Before 4 weeks,Saturday,6
RES011715,29-Oct-24,Phone,6.Select,Modified,31-Oct-24,1,139.76,139.76,2,1. Before a week,Thursday,4
RES011744,9-Sep-24,Phone,5.Preferred,Modified,12-Sep-24,1,125.99,125.99,3,1. Before a week,Thursday,4
RES011759,13-Sep-24,Phone,3.Premier,Modified,28-Oct-24,1,162.78,162.78,45,4. More than 4 weeks,Monday,1
RES011814,10-Oct-24,App,5.Preferred,Modified,19-Oct-24,1,132.85,132.85,9,2. Before 2 weeks,Saturday,6
RES011824,21-Sep-24,Phone,6.Select,Modified,26-Sep-24,1,258.69,258.69,5,1. Before a week,Thursday,4
RES011928,20-Sep-24,Connected Wholesaler,6.Select,Modified,20-Sep-24,1,76.63,76.63,0,1. Before a week,Friday,5
RES011988,11-Sep-24,Connected Wholesaler,6.Select,Modified,13-Sep-24,1,174.04,174.04,2,1. Before a week,Friday,5
RES012034,8-Oct-24,Phone,5.Preferred,Modified,10-Oct-24,1,118.07,118.07,2,1. Before a week,Thursday,4
RES012085,21-Jul-24,Phone,5.Preferred,Modified,20-Sep-24,1,135.47,135.47,61,4. More than 4 weeks,Friday,5
RES012120,19-Sep-24,Phone,5.Preferred,Modified,23-Sep-24,1,145.78,145.78,4,1. Before a week,Monday,1
RES012134,20-Sep-24,Phone,3.Premier,Modified,6-Oct-24,1,143.37,143.37,16,3. Before 4 weeks,Sunday,0
RES012538,3-Oct-24,Phone,1.Iconic,Modified,23-Oct-24,1,186.5,186.5,20,3. Before 4 weeks,Wednesday,3
RES012547,18-Oct-24,Phone,6.Select,Modified,25-Oct-24,1,139.51,139.51,7,1. Before a week,Friday,5
RES012580,14-Oct-24,App,6.Select,Modified,14-Oct-24,1,254.6,254.6,0,1. Before a week,Monday,1
RES012585,3-Sep-24,Phone,1.Iconic,Modified,30-Oct-24,1,162.63,162.63,57,4. More than 4 weeks,Wednesday,3
RES012770,10-Sep-24,Phone,3.Premier,Modified,16-Sep-24,1,111.02,111.02,6,1. Before a week,Monday,1
RES012794,12-Oct-24,Phone,5.Preferred,Modified,14-Oct-24,1,168.81,168.81,2,1. Before a week,Monday,1
RES013068,20-Aug-24,Phone,6.Select,Modified,15-Sep-24,1,236.34,236.34,26,3. Before 4 weeks,Sunday,0
RES013187,6-Oct-24,App,5.Preferred,Modified,7-Oct-24,1,189.3,189.3,1,1. Before a week,Monday,1
RES013196,1-Oct-24,App,6.Select,Modified,3-Oct-24,1,146.29,146.29,2,1. Before a week,Thursday,4
RES013226,26-Sep-24,Phone,5.Preferred,Modified,30-Sep-24,1,156.3,156.3,4,1. Before a week,Monday,1
RES013249,22-Oct-24,Phone,5.Preferred,Modified,22-Oct-24,1,109.09,109.09,0,1. Before a week,Tuesday,2
RES013260,6-Oct-24,Phone,5.Preferred,Modified,13-Oct-24,1,146.39,146.39,7,1. Before a week,Sunday,0
RES013525,25-Sep-24,Phone,1.Iconic,Modified,27-Sep-24,1,114.46,114.46,2,1. Before a week,Friday,5
RES014066,3-Oct-24,Phone,6.Select,Modified,6-Oct-24,1,142.12,142.12,3,1. Before a week,Sunday,0
RES014134,1-Oct-24,Phone,6.Select,Modified,5-Oct-24,1,33.78,33.78,4,1. Before a week,Saturday,6
RES014249,24-Oct-24,Phone,6.Select,Modified,25-Oct-24,1,140.24,140.24,1,1. Before a week,Friday,5
RES014257,4-Oct-24,Phone,5.Preferred,Modified,24-Oct-24,1,147.47,147.47,20,3. Before 4 weeks,Thursday,4
RES014266,30-Aug-24,Phone,3.Premier,Modified,28-Oct-24,1,154.8,154.8,59,4. More than 4 weeks,Monday,1
RES014353,29-Jul-24,Phone,5.Preferred,Modified,22-Sep-24,1,150.73,150.73,55,4. More than 4 weeks,Sunday,0
RES014361,8-Oct-24,Phone,5.Preferred,Modified,13-Oct-24,1,152.52,152.52,5,1. Before a week,Sunday,0
RES014720,6-Aug-24,Other,5.Preferred,Modified,24-Sep-24,1,175.9,175.9,49,4. More than 4 weeks,Tuesday,2
RES009744,22-Sep-24,At the hotel,3.Premier,Modified,8-Oct-24,1,161,161,16,3. Before 4 weeks,Tuesday,2
RES009857,4-Sep-24,At the hotel,2.Elite,Modified,5-Sep-24,1,179.24,179.24,1,1. Before a week,Thursday,4
RES009871,19-Sep-24,At the hotel,2.Elite,Modified,26-Sep-24,1,151.93,151.93,7,1. Before a week,Thursday,4
RES009963,7-Jun-24,At the hotel,1.Iconic,Modified,6-Oct-24,1,101.21,101.21,121,4. More than 4 weeks,Sunday,0
RES010232,25-May-24,At the hotel,1.Iconic,Modified,23-Sep-24,1,139.76,139.76,121,4. More than 4 weeks,Monday,1
RES010274,13-Sep-24,At the hotel,2.Elite,Modified,14-Sep-24,1,0,0,1,1. Before a week,Saturday,6
RES010500,23-Sep-24,At the hotel,1.Iconic,Modified,24-Sep-24,1,114.8,114.8,1,1. Before a week,Tuesday,2
RES010545,17-Sep-24,At the hotel,3.Premier,Modified,26-Sep-24,1,101.2,101.2,9,2. Before 2 weeks,Thursday,4
RES010658,21-Sep-24,At the hotel,1.Iconic,Modified,22-Sep-24,1,114.8,114.8,1,1. Before a week,Sunday,0
RES010659,6-Sep-24,At the hotel,2.Elite,Modified,21-Sep-24,1,138.67,138.67,15,3. Before 4 weeks,Saturday,6
RES010815,12-Feb-24,At the hotel,1.Iconic,Modified,12-Oct-24,1,87.2,87.2,243,4. More than 4 weeks,Saturday,6
RES010825,17-Oct-24,At the hotel,6.Select,Modified,18-Oct-24,1,33.94,33.94,1,1. Before a week,Friday,5
RES010974,3-Oct-24,At the hotel,5.Preferred,Modified,3-Oct-24,1,141.68,141.68,0,1. Before a week,Thursday,4
RES011007,26-Oct-24,At the hotel,1.Iconic,Modified,27-Oct-24,1,114.8,114.8,1,1. Before a week,Sunday,0
RES011027,19-Oct-24,At the hotel,6.Select,Modified,1-Nov-24,1,183.11,183.11,13,2. Before 2 weeks,Friday,5
RES011032,5-Jul-24,At the hotel,1.Iconic,Modified,29-Sep-24,1,113.35,113.35,86,4. More than 4 weeks,Sunday,0
RES011211,10-May-24,At the hotel,1.Iconic,Modified,25-Sep-24,1,112.05,112.05,138,4. More than 4 weeks,Wednesday,3
RES011302,7-Oct-24,At the hotel,5.Preferred,Modified,10-Oct-24,1,178.7,178.7,3,1. Before a week,Thursday,4
RES011371,26-Jun-24,At the hotel,5.Preferred,Modified,1-Oct-24,1,188.54,188.54,97,4. More than 4 weeks,Tuesday,2
RES011421,3-Aug-24,At the hotel,1.Iconic,Modified,2-Oct-24,1,105.42,105.42,60,4. More than 4 weeks,Wednesday,3
RES011479,28-Sep-24,At the hotel,1.Iconic,Modified,2-Oct-24,1,545.02,545.02,4,1. Before a week,Wednesday,3
RES011718,7-Oct-24,At the hotel,3.Premier,Modified,9-Oct-24,1,111.18,111.18,2,1. Before a week,Wednesday,3
RES011779,24-Aug-24,At the hotel,3.Premier,Modified,25-Sep-24,1,152.72,152.72,32,4. More than 4 weeks,Wednesday,3
RES011878,25-Sep-24,At the hotel,5.Preferred,Modified,18-Oct-24,1,159.03,159.03,23,3. Before 4 weeks,Friday,5
RES011994,12-Oct-24,At the hotel,6.Select,Modified,26-Oct-24,1,152.72,152.72,14,2. Before 2 weeks,Saturday,6
RES012063,30-Mar-24,At the hotel,1.Iconic,Modified,29-Oct-24,1,101.98,101.98,213,4. More than 4 weeks,Tuesday,2
RES012153,2-May-24,At the hotel,1.Iconic,Modified,30-Sep-24,1,140.6,140.6,151,4. More than 4 weeks,Monday,1
RES012243,27-Apr-24,At the hotel,1.Iconic,Modified,9-Sep-24,1,86.02,86.02,135,4. More than 4 weeks,Monday,1
RES012263,15-Oct-24,At the hotel,6.Select,Modified,16-Oct-24,1,156.36,156.36,1,1. Before a week,Wednesday,3
RES012274,24-Aug-24,At the hotel,1.Iconic,Modified,23-Oct-24,1,105.42,105.42,60,4. More than 4 weeks,Wednesday,3
RES012325,14-Sep-24,At the hotel,5.Preferred,Modified,29-Sep-24,1,151.79,151.79,15,3. Before 4 weeks,Sunday,0
RES012360,24-May-24,At the hotel,1.Iconic,Modified,6-Oct-24,1,86.02,86.02,135,4. More than 4 weeks,Sunday,0
RES012383,27-Oct-24,At the hotel,2.Elite,Modified,27-Oct-24,1,110.79,110.79,0,1. Before a week,Sunday,0
RES012394,12-Oct-24,At the hotel,2.Elite,Modified,22-Oct-24,1,151.93,151.93,10,2. Before 2 weeks,Tuesday,2
RES012410,16-Oct-24,At the hotel,2.Elite,Modified,20-Oct-24,1,151.8,151.8,4,1. Before a week,Sunday,0
RES012412,8-Oct-24,At the hotel,2.Elite,Modified,10-Oct-24,1,180.48,180.48,2,1. Before a week,Thursday,4
RES012427,10-Sep-24,At the hotel,3.Premier,Modified,25-Sep-24,1,162.78,162.78,15,3. Before 4 weeks,Wednesday,3
RES012482,11-Aug-24,At the hotel,1.Iconic,Modified,10-Oct-24,1,105.42,105.42,60,4. More than 4 weeks,Thursday,4
RES012579,30-Sep-24,At the hotel,3.Premier,Modified,4-Oct-24,1,108.73,108.73,4,1. Before a week,Friday,5
RES012695,20-Aug-24,At the hotel,6.Select,Modified,14-Sep-24,1,140.38,140.38,25,3. Before 4 weeks,Saturday,6
RES012728,27-Aug-24,At the hotel,1.Iconic,Modified,26-Oct-24,1,105.42,105.42,60,4. More than 4 weeks,Saturday,6
RES012815,19-Sep-24,At the hotel,3.Premier,Modified,7-Oct-24,1,110.32,110.32,18,3. Before 4 weeks,Monday,1
RES012859,16-Oct-24,At the hotel,1.Iconic,Modified,16-Oct-24,1,136.6,136.6,0,1. Before a week,Wednesday,3
RES012885,30-Apr-24,At the hotel,1.Iconic,Modified,15-Sep-24,1,112.05,112.05,138,4. More than 4 weeks,Sunday,0
RES012916,15-Feb-24,At the hotel,1.Iconic,Modified,29-Sep-24,1,86.54,86.54,227,4. More than 4 weeks,Sunday,0
RES013069,18-May-24,At the hotel,1.Iconic,Modified,3-Oct-24,1,112.05,112.05,138,4. More than 4 weeks,Thursday,4
RES013074,26-Sep-24,At the hotel,6.Select,Modified,3-Oct-24,1,144.28,144.28,7,1. Before a week,Thursday,4
RES013247,28-Feb-24,At the hotel,1.Iconic,Modified,28-Sep-24,1,101.98,101.98,213,4. More than 4 weeks,Saturday,6
RES013308,15-Sep-24,At the hotel,5.Preferred,Modified,17-Sep-24,1,198.84,198.84,2,1. Before a week,Tuesday,2
RES013509,12-Sep-24,At the hotel,5.Preferred,Modified,13-Sep-24,1,0,0,1,1. Before a week,Friday,5
RES013523,4-Oct-24,At the hotel,5.Preferred,Modified,20-Oct-24,1,33.66,33.66,16,3. Before 4 weeks,Sunday,0
RES013546,6-May-24,At the hotel,1.Iconic,Modified,4-Oct-24,1,140.6,140.6,151,4. More than 4 weeks,Friday,5
RES013568,17-Sep-24,At the hotel,3.Premier,Modified,27-Sep-24,1,60.24,60.24,10,2. Before 2 weeks,Friday,5
RES013725,25-Sep-24,At the hotel,1.Iconic,Modified,11-Oct-24,1,246.41,246.41,16,3. Before 4 weeks,Friday,5
RES013728,9-Sep-24,At the hotel,5.Preferred,Modified,9-Sep-24,1,297.83,297.83,0,1. Before a week,Monday,1
RES013834,21-Sep-24,At the hotel,5.Preferred,Modified,22-Sep-24,1,126.5,126.5,1,1. Before a week,Sunday,0
RES013839,12-Oct-24,At the hotel,2.Elite,Modified,21-Oct-24,1,151.8,151.8,9,2. Before 2 weeks,Monday,1
RES013888,19-Sep-24,At the hotel,5.Preferred,Modified,4-Oct-24,1,151.79,151.79,15,3. Before 4 weeks,Friday,5
RES013932,15-Mar-24,At the hotel,1.Iconic,Modified,14-Oct-24,1,101.98,101.98,213,4. More than 4 weeks,Monday,1
RES013943,8-Oct-24,At the hotel,6.Select,Modified,12-Oct-24,1,150.3,150.3,4,1. Before a week,Saturday,6
RES014210,7-Oct-24,At the hotel,3.Premier,Modified,22-Oct-24,1,162.78,162.78,15,3. Before 4 weeks,Tuesday,2
RES014248,19-Jul-24,At the hotel,5.Preferred,Modified,2-Sep-24,1,151.51,151.51,45,4. More than 4 weeks,Monday,1
RES014415,9-Jul-24,At the hotel,1.Iconic,Modified,10-Sep-24,1,133.84,133.84,63,4. More than 4 weeks,Tuesday,2
RES014510,15-Aug-24,At the hotel,6.Select,Modified,16-Sep-24,1,151.8,151.8,32,4. More than 4 weeks,Monday,1
RES014564,17-Aug-24,At the hotel,1.Iconic,Modified,16-Oct-24,1,105.42,105.42,60,4. More than 4 weeks,Wednesday,3
RES014600,16-Jun-24,At the hotel,1.Iconic,Modified,1-Nov-24,1,112.05,112.05,138,4. More than 4 weeks,Friday,5
RES014623,25-Apr-24,At the hotel,1.Iconic,Modified,10-Sep-24,1,112.05,112.05,138,4. More than 4 weeks,Tuesday,2
RES009743,22-Jun-24,GDS,3.Premier,Modified,16-Oct-24,1,134.34,134.34,116,4. More than 4 weeks,Wednesday,3
RES009773,19-Jul-24,GDS,6.Select,Modified,10-Oct-24,1,219.11,219.11,83,4. More than 4 weeks,Thursday,4
RES009785,23-Sep-24,GDS,6.Select,Modified,25-Sep-24,1,156.62,156.62,2,1. Before a week,Wednesday,3
RES009795,23-Oct-24,GDS,2.Elite,Modified,24-Oct-24,1,112.65,112.65,1,1. Before a week,Thursday,4
RES009814,3-Oct-24,GDS,6.Select,Modified,7-Oct-24,1,194.63,194.63,4,1. Before a week,Monday,1
RES009827,19-Aug-24,GDS,3.Premier,Modified,11-Oct-24,1,141.5,141.5,53,4. More than 4 weeks,Friday,5
RES009831,17-Apr-24,GDS,3.Premier,Modified,26-Sep-24,1,195.78,195.78,162,4. More than 4 weeks,Thursday,4
RES009885,12-Sep-24,GDS,2.Elite,Modified,16-Sep-24,1,126.5,126.5,4,1. Before a week,Monday,1
RES009889,7-Aug-24,GDS,5.Preferred,Modified,1-Oct-24,1,141.61,141.61,55,4. More than 4 weeks,Tuesday,2
RES009952,4-Oct-24,GDS,3.Premier,Modified,16-Oct-24,1,53.01,53.01,12,2. Before 2 weeks,Wednesday,3
RES009955,20-Sep-24,GDS,3.Premier,Modified,24-Sep-24,1,169.63,169.63,4,1. Before a week,Tuesday,2
